cig,PHOT_EXTINCTION_INT,PHOT_EXTINCTION_INT_decimal,PHOT_K_CORRECTION,PHOT_K_CORRECTION_decimal,BTC,BTC_decimal,PHYS_DISTANCE,PHYS_DISTANCE_decimal,PHYS_LUMINOSITY_B,PHYS_LUMINOSITY_B_decimal,POS_INCLIN_LOS,POS_INCLIN_LOS_decimal,ANG_SIZE_MAJ,ANG_SIZE_MAJ_decimal,ANG_SIZE_MIN,ANG_SIZE_MIN_decimal,PHYS_SIZE_MAJ,PHYS_SIZE_MAJ_decimal,PHYS_SIZE_MIN,PHYS_SIZE_MIN_decimal
762,108,0.1078,105,0.1049,15.491,15.4912,92.9,92.912,9.69,9.6897,66.6,66.585,0.67,668,0.35,350,18.1,18.063,9.5,9.458
763,769,0.7692,77,0.0773,14.344,14.3445,136.1,136.122,10.48,10.4801,85.4,85.375,0.75,748,0.20,201,29.6,29.625,8.0,7.974
764,232,0.2323,92,0.0919,15.005,15.0048,187.7,187.694,10.49,10.4950,45.5,45.507,0.76,759,0.55,546,41.4,41.417,29.8,29.797
765,914,0.9137,NULL,NULL,14.105,14.1053,NULL,NULL,NULL,NULL,90.0,90.000,1.20,1.202,0.24,239,NULL,NULL,NULL,NULL
766,561,0.5607,0,0.0000,11.228,11.2283,11.4,11.400,9.57,9.5725,64.6,64.635,3.46,3.459,1.61,1.611,11.5,11.472,5.3,5.341
767,112,0.1122,53,0.0526,15.440,15.4402,127.4,127.444,9.98,9.9846,31.3,31.286,0.57,571,0.49,492,21.2,21.186,18.2,18.241
768,33,0.0329,103,0.1034,15.081,15.0806,91.6,91.593,9.84,9.8415,35.6,35.597,0.73,726,0.61,611,19.3,19.346,16.3,16.278
769,279,0.2794,43,0.0427,13.166,13.1659,56.7,56.747,10.19,10.1915,57.3,57.320,1.58,1.585,0.94,940,26.2,26.162,15.5,15.512
770,0,0.0000,186,0.1856,14.897,14.8974,167.2,167.162,10.44,10.4373,31.9,31.927,0.63,631,0.58,582,30.7,30.681,28.3,28.305
771,0,0.0000,161,0.1612,15.438,15.4378,143.1,143.140,10.09,10.0864,46.8,46.762,0.66,661,0.54,538,27.5,27.510,22.4,22.412
772,569,0.5689,28,0.0281,13.143,13.1430,69.7,69.694,10.38,10.3792,65.0,65.018,1.88,1.879,0.86,865,38.1,38.099,17.5,17.536
773,883,0.8827,57,0.0572,14.160,14.1602,118.6,118.640,10.43,10.4344,82.2,82.191,0.97,971,0.26,256,33.5,33.493,8.8,8.830
774,381,0.3806,NULL,NULL,14.790,14.7904,NULL,NULL,NULL,NULL,56.8,56.833,0.67,671,0.39,389,NULL,NULL,NULL,NULL
775,621,0.6209,0,0.0000,12.877,12.8771,10.7,10.700,8.86,8.8579,65.7,65.698,3.10,3.105,1.37,1.374,9.7,9.663,4.3,4.277
776,374,0.3735,56,0.0556,14.666,14.6659,133.9,133.943,10.34,10.3375,54.5,54.466,0.52,519,0.31,313,20.2,20.214,12.2,12.208
777,415,0.4153,31,0.0310,15.274,15.2737,77.1,77.064,9.61,9.6142,57.0,57.013,1.01,1.014,0.58,578,22.7,22.729,13.0,12.959
778,900,0.8999,54,0.0543,14.369,14.3688,97.7,97.674,10.18,10.1820,90.0,90.000,1.41,1.406,0.29,288,39.9,39.949,8.2,8.194
779,415,0.4153,58,0.0581,14.888,14.8876,142.4,142.379,10.30,10.3019,57.0,57.013,0.51,512,0.29,292,21.2,21.192,12.1,12.083
780,511,0.5112,89,0.0886,14.895,14.8953,181.6,181.649,10.51,10.5104,64.6,64.556,0.66,664,0.32,316,35.1,35.072,16.7,16.709
781,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
782,0,0.0000,110,0.1102,14.313,14.3128,96.9,96.919,10.20,10.1977,41.9,41.876,0.69,685,0.57,566,19.3,19.326,16.0,15.964
783,865,0.8649,56,0.0559,14.435,14.4352,135.0,134.993,10.44,10.4365,76.9,76.853,0.82,824,0.25,248,32.4,32.362,9.7,9.728
784,50,0.0502,36,0.0356,14.644,14.6442,86.0,85.963,9.96,9.9609,21.2,21.162,0.59,586,0.55,548,14.7,14.657,13.7,13.710
785,619,0.6190,63,0.0627,14.113,14.1134,128.3,128.280,10.52,10.5210,70.0,69.997,0.93,929,0.37,375,34.7,34.664,14.0,13.992
786,183,0.1826,41,0.0408,13.962,13.9616,83.3,83.294,10.21,10.2066,40.7,40.690,0.72,719,0.56,556,17.4,17.432,13.5,13.469
787,367,0.3668,NULL,NULL,15.975,15.9752,NULL,NULL,NULL,NULL,54.0,54.039,0.31,314,0.19,191,NULL,NULL,NULL,NULL
788,560,0.5598,51,0.0514,14.185,14.1848,90.7,90.732,10.19,10.1916,71.5,71.543,0.86,865,0.35,346,22.8,22.829,9.1,9.130
789,580,0.5803,40,0.0404,14.463,14.4633,82.8,82.767,10.00,10.0004,68.1,68.120,0.68,676,0.29,290,16.3,16.277,7.0,6.976
790,593,0.5934,NULL,NULL,14.489,14.4886,NULL,NULL,NULL,NULL,66.1,66.140,0.81,815,0.36,362,NULL,NULL,NULL,NULL
791,482,0.4818,19,0.0193,13.348,13.3480,33.9,33.866,9.67,9.6703,66.8,66.834,1.36,1.361,0.63,625,13.4,13.412,6.2,6.159
792,0,0.0000,138,0.1378,15.146,15.1462,122.7,122.664,10.07,10.0690,43.8,43.830,0.58,585,0.50,505,20.9,20.866,18.0,18.007
793,927,0.9273,11,0.0105,14.814,14.8141,56.4,56.387,9.53,9.5267,90.0,90.000,0.77,766,0.24,237,12.6,12.558,3.9,3.881
794,0,0.0000,59,0.0587,15.095,15.0953,122.1,122.149,10.09,10.0857,0.0,0,0.84,839,0.84,839,29.8,29.827,29.8,29.827
795,457,0.4569,49,0.0488,14.702,14.7023,120.2,120.233,10.23,10.2291,59.4,59.371,0.80,802,0.43,432,28.0,28.038,15.1,15.092
796,288,0.2877,52,0.0516,14.199,14.1987,126.7,126.732,10.48,10.4763,48.5,48.536,1.01,1.012,0.69,687,37.3,37.292,25.3,25.329
797,1.117,1.1169,22,0.0216,14.444,14.4435,82.6,82.564,10.01,10.0062,79.9,79.863,0.88,879,0.21,207,21.1,21.111,5.0,4.960
798,215,0.2147,8,0.0082,12.382,12.3821,19.1,19.109,9.56,9.5596,43.9,43.881,1.06,1.064,0.79,785,5.9,5.915,4.4,4.365
799,441,0.4411,7,0.0070,14.663,14.6629,20.8,20.834,8.72,8.7224,57.2,57.185,0.81,813,0.46,457,4.9,4.926,2.8,2.770
800,557,0.5575,34,0.0338,13.585,13.5847,82.2,82.170,10.35,10.3455,64.5,64.481,1.22,1.216,0.57,569,29.1,29.070,13.6,13.597
801,62,0.0622,28,0.0279,14.917,14.9169,69.1,69.149,9.66,9.6628,23.5,23.520,0.80,796,0.73,733,16.0,16.015,14.7,14.741
802,0,0.0000,0,0.0000,11.639,11.6390,0.1,100,5.29,5.2944,57.1,57.053,36.81,36.813,29.11,29.107,1.1,1.071,0.8,847
803,123,0.1233,124,0.1236,15.340,15.3401,111.4,111.400,9.91,9.9077,72.4,72.409,0.52,515,0.24,240,16.7,16.696,7.8,7.773
804,794,0.7937,47,0.0474,14.459,14.4589,97.3,97.342,10.14,10.1430,77.9,77.949,0.72,723,0.22,221,20.5,20.466,6.3,6.252
805,397,0.3969,26,0.0260,13.707,13.7070,63.8,63.829,10.08,10.0772,55.9,55.917,1.28,1.276,0.75,746,23.7,23.700,13.9,13.859
806,848,0.8477,36,0.0357,14.391,14.3906,87.0,87.000,10.07,10.0728,76.2,76.233,0.92,918,0.28,283,23.2,23.241,7.2,7.165
807,289,0.2894,45,0.0453,14.951,14.9513,111.9,111.889,10.07,10.0670,48.7,48.664,0.57,574,0.39,389,18.7,18.686,12.7,12.662
808,338,0.3384,11,0.0110,13.612,13.6116,22.5,22.512,9.21,9.2102,54.0,53.958,2.10,2.104,1.30,1.297,13.8,13.777,8.5,8.495
809,767,0.7673,67,0.0670,14.545,14.5447,163.2,163.154,10.56,10.5573,73.3,73.270,0.94,942,0.33,327,44.7,44.702,15.5,15.500
810,1.596,1.5963,16,0.0159,13.653,13.6528,61.8,61.821,10.07,10.0712,90.0,90.000,1.61,1.614,0.20,196,29.0,29.031,3.5,3.531
811,108,0.1077,79,0.0787,14.610,14.6095,107.3,107.284,10.17,10.1673,36.3,36.301,0.89,887,0.73,731,27.7,27.686,22.8,22.817
812,186,0.1858,20,0.0203,12.214,12.2139,42.1,42.071,10.31,10.3124,41.0,41.025,1.20,1.202,0.92,925,14.7,14.713,11.3,11.316
813,110,0.1104,7,0.0073,12.083,12.0833,20.2,20.157,9.73,9.7255,31.1,31.055,2.13,2.128,1.84,1.837,12.5,12.478,10.8,10.768
814,513,0.5131,NULL,NULL,15.075,15.0749,NULL,NULL,NULL,NULL,62.3,62.320,0.66,661,0.33,329,NULL,NULL,NULL,NULL
815,236,0.2364,53,0.0535,15.027,15.0271,95.8,95.830,9.90,9.9022,48.4,48.356,0.67,668,0.46,462,18.6,18.631,12.9,12.889
816,0,0.0000,95,0.0954,14.453,14.4526,85.1,85.071,10.03,10.0285,90.0,90.000,0.92,923,0.46,460,22.8,22.830,11.4,11.390
817,137,0.1370,30,0.0298,15.034,15.0342,88.8,88.772,9.83,9.8329,33.7,33.733,0.87,867,0.73,726,22.4,22.387,18.8,18.750
818,104,0.1036,39,0.0390,15.080,15.0804,95.5,95.497,9.88,9.8778,30.1,30.111,0.67,668,0.58,582,18.6,18.566,16.2,16.170
819,375,0.3752,39,0.0394,14.658,14.6584,96.4,96.402,10.05,10.0548,54.6,54.572,0.59,593,0.36,357,16.6,16.627,10.0,10.019
820,0,0.0000,103,0.1028,14.718,14.7182,91.7,91.714,9.99,9.9876,63.6,63.572,0.50,502,0.31,309,13.4,13.402,8.2,8.244
821,143,0.1430,NULL,NULL,15.216,15.2160,NULL,NULL,NULL,NULL,35.1,35.132,0.81,815,0.67,673,NULL,NULL,NULL,NULL
822,104,0.1036,NULL,NULL,15.260,15.2604,NULL,NULL,NULL,NULL,30.1,30.111,0.78,778,0.68,678,NULL,NULL,NULL,NULL
823,0,0.0000,99,0.0986,15.033,15.0334,88.4,88.417,9.83,9.8297,22.1,22.094,0.53,533,0.51,513,13.7,13.717,13.2,13.191
824,0,0.0000,80,0.0803,14.539,14.5387,73.0,73.046,9.86,9.8617,62.9,62.913,0.71,710,0.54,540,15.1,15.077,11.5,11.464
825,856,0.8558,58,0.0582,14.403,14.4031,104.7,104.686,10.23,10.2286,90.0,90.000,0.73,729,0.16,164,22.2,22.213,5.0,5.007
826,0,0.0000,138,0.1384,15.435,15.4346,124.5,124.503,9.97,9.9665,35.9,35.946,0.44,445,0.40,402,16.1,16.103,14.6,14.551
827,0,0.0000,66,0.0662,15.753,15.7528,60.5,60.457,9.21,9.2118,36.8,36.790,0.44,445,0.40,400,7.8,7.819,7.0,7.034
828,993,0.9929,26,0.0256,12.961,12.9606,63.2,63.243,10.37,10.3678,81.5,81.507,2.08,2.084,0.52,518,38.3,38.348,9.5,9.522
829,33,0.0329,75,0.0748,14.399,14.3992,155.9,155.873,10.58,10.5759,17.7,17.737,0.41,411,0.39,393,18.6,18.642,17.8,17.803
830,559,0.5589,49,0.0491,14.024,14.0240,145.9,145.883,10.67,10.6684,63.0,63.017,0.98,979,0.47,471,41.6,41.565,20.0,19.986
831,478,0.4777,42,0.0419,14.448,14.4484,86.7,86.664,10.05,10.0463,62.7,62.717,0.72,724,0.36,363,18.3,18.263,9.2,9.153
832,224,0.2243,21,0.0214,14.371,14.3713,44.9,44.888,9.51,9.5058,44.8,44.779,0.38,383,0.28,279,5.0,4.999,3.6,3.638
833,0,0.0000,28,0.0279,15.195,15.1951,27.4,27.403,8.75,8.7476,53.7,53.660,0.58,575,0.47,466,4.6,4.587,3.7,3.711
834,375,0.3752,48,0.0477,15.028,15.0281,117.3,117.270,10.08,10.0771,54.6,54.572,0.53,527,0.32,318,18.0,17.985,10.8,10.837
835,142,0.1416,57,0.0575,14.766,14.7659,52.0,51.965,9.48,9.4750,80.8,80.824,0.84,839,0.34,336,12.7,12.689,5.1,5.075
836,0,0.0000,221,0.2206,15.367,15.3674,197.9,197.903,10.40,10.3959,47.0,47.039,0.65,646,0.52,525,37.2,37.169,30.2,30.212
837,821,0.8208,0,0.0000,9.897,9.8972,6.1,6.100,9.56,9.5618,73.6,73.616,5.94,5.943,1.98,1.982,10.5,10.545,3.5,3.516
838,312,0.3116,40,0.0398,12.697,12.6966,82.7,82.672,10.71,10.7061,52.0,52.011,1.32,1.318,0.85,845,31.7,31.702,20.3,20.328
839,281,0.2809,52,0.0520,15.149,15.1490,128.3,128.283,10.11,10.1067,48.0,48.020,0.64,637,0.44,437,23.8,23.763,16.3,16.289
840,237,0.2371,31,0.0309,13.010,13.0100,65.1,65.088,10.37,10.3730,45.9,45.937,1.31,1.312,0.94,938,24.8,24.844,17.8,17.751
841,86,0.0862,86,0.0864,13.483,13.4834,79.0,78.977,10.35,10.3516,58.6,58.636,1.63,1.626,0.99,991,37.3,37.344,22.8,22.763
842,430,0.4297,NULL,NULL,14.779,14.7793,NULL,NULL,NULL,NULL,63.5,63.493,0.81,807,0.41,406,NULL,NULL,NULL,NULL
843,437,0.4370,51,0.0513,14.653,14.6527,126.8,126.844,10.30,10.2954,58.3,58.261,0.88,883,0.49,489,32.6,32.583,18.0,18.030
844,374,0.3743,47,0.0471,15.077,15.0766,98.4,98.391,9.91,9.9053,56.4,56.422,0.83,830,0.49,485,23.8,23.751,13.9,13.889
845,0,0.0000,79,0.0795,15.241,15.2405,73.1,73.065,9.58,9.5812,30.7,30.698,0.66,658,0.59,587,14.0,13.978,12.5,12.486
846,608,0.6081,NULL,NULL,14.793,14.7929,NULL,NULL,NULL,NULL,66.8,66.795,0.99,986,0.43,430,NULL,NULL,NULL,NULL
847,1.106,1.1059,18,0.0184,14.142,14.1417,39.9,39.923,9.50,9.4958,90.0,90.000,2.12,2.118,0.38,378,24.6,24.601,4.4,4.385
848,155,0.1550,34,0.0336,14.744,14.7443,84.2,84.170,9.90,9.9026,36.5,36.494,0.82,817,0.66,664,20.0,19.993,16.3,16.251
849,155,0.1548,81,0.0810,15.053,15.0531,110.7,110.689,10.02,10.0170,43.3,43.258,0.85,853,0.64,644,27.5,27.468,20.7,20.741
850,523,0.5230,8,0.0082,10.967,10.9668,22.6,22.634,10.27,10.2728,62.8,62.813,3.32,3.319,1.63,1.629,21.9,21.852,10.7,10.727
851,147,0.1475,18,0.0182,12.377,12.3773,27.1,27.089,9.86,9.8647,42.3,42.255,2.91,2.911,2.23,2.228,22.9,22.936,17.6,17.560
852,415,0.4149,60,0.0598,14.715,14.7153,109.1,109.070,10.14,10.1393,62.5,62.498,1.08,1.081,0.56,557,34.3,34.311,17.7,17.678
853,548,0.5476,8,0.0082,15.075,15.0753,33.5,33.531,8.97,8.9708,61.5,61.527,1.16,1.161,0.58,577,11.3,11.328,5.6,5.626
854,203,0.2028,27,0.0267,14.796,14.7964,67.5,67.453,9.69,9.6894,41.4,41.383,1.44,1.442,1.10,1.099,28.3,28.296,21.6,21.564
855,978,0.9780,0,0.0000,11.788,11.7880,10.9,10.900,9.31,9.3097,77.0,77.021,3.29,3.289,0.91,914,10.4,10.427,2.9,2.898
856,121,0.1212,65,0.0646,15.149,15.1493,135.3,135.257,10.15,10.1526,33.5,33.500,0.80,798,0.67,673,31.4,31.397,26.5,26.478
857,331,0.3311,60,0.0599,14.411,14.4110,109.2,109.248,10.26,10.2624,56.4,56.449,0.91,912,0.54,541,29.0,28.983,17.2,17.185
858,407,0.4070,36,0.0357,13.677,13.6774,75.9,75.862,10.24,10.2391,58.5,58.524,1.21,1.208,0.67,673,26.7,26.653,14.9,14.851
859,355,0.3551,42,0.0424,14.866,14.8655,105.7,105.653,10.05,10.0515,53.3,53.277,0.45,451,0.28,279,13.9,13.855,8.6,8.582
860,234,0.2339,54,0.0539,15.103,15.1032,113.5,113.522,10.02,10.0189,45.7,45.651,0.69,689,0.49,494,22.7,22.741,16.3,16.323
861,535,0.5345,36,0.0365,14.558,14.5580,91.3,91.285,10.05,10.0476,63.4,63.379,0.98,977,0.47,472,25.9,25.949,12.5,12.535
862,69,0.0691,26,0.0257,13.288,13.2882,65.2,65.205,10.26,10.2633,24.8,24.758,1.03,1.026,0.94,935,19.5,19.454,17.7,17.742
863,66,0.0661,195,0.1948,15.100,15.1001,176.1,176.107,10.40,10.4015,50.9,50.903,0.67,670,0.46,465,34.3,34.316,23.8,23.796
864,289,0.2894,63,0.0627,14.610,14.6099,155.1,155.107,10.49,10.4873,48.7,48.664,0.80,800,0.54,542,36.1,36.088,24.5,24.454
865,0,0.0000,115,0.1150,15.330,15.3300,105.3,105.335,9.86,9.8631,51.7,51.718,0.31,313,0.23,226,9.6,9.601,6.9,6.939
866,400,0.3999,61,0.0609,14.497,14.4972,111.3,111.349,10.24,10.2445,61.5,61.477,0.87,875,0.46,462,28.3,28.341,15.0,14.977
867,613,0.6129,81,0.0807,14.224,14.2243,146.8,146.781,10.59,10.5936,74.6,74.647,0.99,993,0.36,361,42.4,42.403,15.4,15.396
868,498,0.4983,45,0.0448,13.728,13.7280,111.8,111.766,10.56,10.5554,61.6,61.565,1.00,1.002,0.51,509,32.6,32.586,16.6,16.559
869,165,0.1653,NULL,NULL,15.304,15.3037,NULL,NULL,NULL,NULL,37.6,37.612,0.36,361,0.29,289,NULL,NULL,NULL,NULL
870,172,0.1721,34,0.0341,14.487,14.4868,85.5,85.485,10.02,10.0191,38.3,38.335,0.56,558,0.44,444,13.9,13.887,11.0,11.031
871,200,0.1997,134,0.1336,14.687,14.6867,181.5,181.541,10.59,10.5933,48.9,48.863,0.63,632,0.44,439,33.4,33.396,23.2,23.158
872,639,0.6389,36,0.0363,14.683,14.6828,91.3,91.318,10.00,9.9980,68.1,68.135,0.65,649,0.27,270,17.2,17.230,7.2,7.183
873,373,0.3728,102,0.1024,14.686,14.6858,213.1,213.137,10.73,10.7330,56.3,56.319,0.72,718,0.42,421,44.5,44.502,26.1,26.085
874,28,0.0280,72,0.0720,14.657,14.6570,150.9,150.949,10.44,10.4448,16.4,16.370,0.39,394,0.38,379,17.3,17.320,16.7,16.655
875,279,0.2791,37,0.0366,14.620,14.6203,68.3,68.260,9.77,9.7702,52.2,52.214,0.81,815,0.53,526,16.2,16.177,10.4,10.445
876,288,0.2877,34,0.0342,14.713,14.7131,83.8,83.821,9.91,9.9115,48.5,48.536,0.41,411,0.28,279,10.0,10.025,6.8,6.809
877,0,0.0000,131,0.1311,14.697,14.6969,117.1,117.096,10.21,10.2083,26.9,26.873,0.41,415,0.39,392,14.1,14.134,13.3,13.343
878,241,0.2407,NULL,NULL,14.983,14.9833,NULL,NULL,NULL,NULL,48.8,48.762,0.70,697,0.48,479,NULL,NULL,NULL,NULL
879,574,0.5738,22,0.0219,13.660,13.6603,54.0,54.007,9.95,9.9508,65.2,65.246,1.23,1.227,0.56,561,19.3,19.283,8.8,8.814
880,956,0.9557,40,0.0401,14.152,14.1522,83.0,83.007,10.13,10.1273,87.2,87.238,1.24,1.242,0.29,289,30.0,29.981,7.0,6.980
881,7,0.0068,146,0.1456,14.343,14.3425,130.2,130.172,10.44,10.4420,16.2,16.157,0.93,933,0.90,902,35.3,35.338,34.1,34.138
882,1.012,1.0116,29,0.0289,14.079,14.0785,86.1,86.095,10.19,10.1885,79.0,78.979,1.02,1.016,0.26,264,25.5,25.451,6.6,6.602
883,878,0.8777,34,0.0343,13.990,13.9900,131.4,131.394,10.59,10.5912,73.4,73.437,0.97,975,0.31,315,37.3,37.265,12.0,12.031
884,1.084,1.0843,60,0.0604,14.272,14.2723,108.0,108.034,10.31,10.3082,90.0,90.000,1.30,1.303,0.17,174,41.0,40.953,5.5,5.461
885,1.016,1.0156,NULL,NULL,14.356,14.3564,NULL,NULL,NULL,NULL,82.4,82.394,0.94,944,0.23,226,NULL,NULL,NULL,NULL
886,0,0.0000,61,0.0610,13.496,13.4960,55.1,55.122,10.03,10.0342,77.5,77.466,1.27,1.268,0.80,798,20.3,20.326,12.8,12.795
887,744,0.7440,NULL,NULL,14.647,14.6470,NULL,NULL,NULL,NULL,75.7,75.724,0.89,893,0.30,296,NULL,NULL,NULL,NULL
888,373,0.3728,54,0.0545,14.699,14.6987,113.3,113.331,10.18,10.1792,56.3,56.319,0.72,724,0.42,425,23.9,23.882,14.0,13.998
889,171,0.1713,70,0.0699,14.260,14.2598,63.3,63.302,9.85,9.8489,90.0,90.000,1.21,1.213,0.37,366,22.3,22.343,6.7,6.732
890,557,0.5572,36,0.0360,12.646,12.6457,67.3,67.303,10.55,10.5478,71.4,71.392,2.07,2.065,0.83,830,40.4,40.435,16.2,16.246
891,291,0.2911,51,0.0506,16.259,16.2593,123.3,123.329,9.63,9.6284,48.8,48.791,0.50,497,0.34,336,17.8,17.815,12.0,12.045
892,142,0.1423,59,0.0591,14.101,14.1007,121.8,121.816,10.48,10.4811,36.2,36.164,0.91,906,0.74,741,32.1,32.094,26.3,26.268
893,93,0.0932,120,0.1200,15.042,15.0417,214.0,213.995,10.59,10.5941,31.0,31.050,0.51,508,0.44,441,31.6,31.632,27.4,27.424
894,61,0.0612,76,0.0764,14.591,14.5914,69.0,69.008,9.79,9.7912,48.9,48.902,0.52,519,0.37,371,10.4,10.414,7.4,7.441
895,65,0.0653,72,0.0724,15.465,15.4652,65.7,65.653,9.40,9.3984,50.6,50.601,0.44,436,0.30,303,8.3,8.317,5.8,5.794
896,0,0.0000,154,0.1542,15.197,15.1968,137.8,137.772,10.15,10.1496,41.9,41.876,0.55,555,0.45,449,22.2,22.227,18.0,17.984
897,168,0.1680,62,0.0621,13.098,13.0979,67.9,67.861,10.37,10.3741,53.3,53.306,2.02,2.018,1.32,1.318,39.8,39.843,26.0,26.022
898,0,0.0000,225,0.2248,15.258,15.2582,200.6,200.560,10.45,10.4512,50.2,50.237,0.63,631,0.46,465,36.8,36.810,27.1,27.100
899,164,0.1641,NULL,NULL,15.187,15.1869,NULL,NULL,NULL,NULL,90.0,90.000,0.41,413,0.13,134,NULL,NULL,NULL,NULL
900,53,0.0529,104,0.1037,15.080,15.0805,186.2,186.168,10.46,10.4576,23.5,23.535,0.55,547,0.50,505,29.6,29.623,27.3,27.329
901,473,0.4727,8,0.0077,15.491,15.4906,69.9,69.895,9.44,9.4427,66.3,66.268,0.60,603,0.33,334,12.3,12.251,6.8,6.795
902,641,0.6411,57,0.0570,14.480,14.4799,118.1,118.073,10.30,10.3023,71.0,71.042,0.96,957,0.37,373,32.9,32.876,12.8,12.820
903,48,0.0480,78,0.0781,15.811,15.8109,70.6,70.624,9.32,9.3235,43.1,43.136,0.34,339,0.26,262,7.0,6.961,5.4,5.379
904,1.160,1.1601,23,0.0227,14.438,14.4382,68.7,68.731,9.85,9.8490,83.5,83.516,0.87,867,0.18,182,17.3,17.333,3.6,3.647
905,267,0.2673,125,0.1245,15.276,15.2761,257.0,257.034,10.66,10.6595,48.5,48.530,0.54,540,0.37,369,40.3,40.338,27.6,27.588
906,903,0.9031,37,0.0367,13.709,13.7091,65.7,65.739,10.10,10.1020,90.0,90.000,1.57,1.574,0.32,321,30.1,30.099,6.1,6.131
907,460,0.4602,24,0.0237,15.084,15.0841,71.3,71.289,9.62,9.6224,58.2,58.208,0.79,785,0.43,431,16.3,16.284,8.9,8.928
908,194,0.1937,NULL,NULL,15.412,15.4123,NULL,NULL,NULL,NULL,48.2,48.156,0.63,631,0.44,443,NULL,NULL,NULL,NULL
909,582,0.5820,78,0.0779,14.667,14.6671,190.2,190.172,10.64,10.6415,65.6,65.621,1.00,1.002,0.45,453,55.4,55.446,25.1,25.054
910,820,0.8204,32,0.0322,13.075,13.0754,67.9,67.934,10.38,10.3840,79.2,79.164,1.48,1.476,0.43,432,29.2,29.162,8.5,8.527
911,46,0.0461,35,0.0349,13.292,13.2920,73.3,73.327,10.36,10.3637,20.9,20.930,1.10,1.096,1.03,1.028,23.4,23.388,21.9,21.927
912,342,0.3416,28,0.0282,14.895,14.8952,69.5,69.464,9.68,9.6754,52.4,52.384,0.62,617,0.39,389,12.5,12.459,7.9,7.861
913,544,0.5444,24,0.0238,14.033,14.0328,60.9,60.885,9.91,9.9059,63.9,63.856,0.96,957,0.46,456,17.0,16.952,8.1,8.077
914,30,0.0303,66,0.0664,14.893,14.8933,119.6,119.557,10.15,10.1478,17.9,17.878,1.07,1.074,1.03,1.026,37.4,37.351,35.7,35.670
915,201,0.2011,50,0.0499,14.225,14.2249,121.8,121.842,10.43,10.4316,41.2,41.222,0.74,736,0.56,562,26.1,26.093,19.9,19.931
916,388,0.3880,6,0.0062,15.079,15.0788,55.9,55.896,9.41,9.4132,60.0,60.012,0.91,908,0.56,560,14.8,14.761,9.1,9.101
917,107,0.1065,49,0.0490,14.658,14.6584,101.2,101.216,10.10,10.0971,31.5,31.492,0.78,782,0.67,673,23.0,23.013,19.8,19.814
918,0,0.0000,123,0.1231,15.404,15.4039,110.9,110.874,9.88,9.8781,38.8,38.849,0.56,562,0.47,469,18.1,18.137,15.1,15.120
919,577,0.5774,56,0.0555,14.454,14.4541,114.9,114.850,10.29,10.2886,68.0,67.972,0.99,986,0.42,425,33.0,32.950,14.2,14.186
920,0,0.0000,74,0.0741,15.571,15.5709,66.8,66.832,9.37,9.3716,29.4,29.424,0.52,521,0.47,474,10.1,10.132,9.2,9.220
921,0,0.0000,122,0.1220,15.524,15.5241,109.8,109.788,9.82,9.8215,34.6,34.650,0.39,385,0.35,351,12.3,12.311,11.2,11.202
922,1.043,1.0435,31,0.0306,13.835,13.8350,54.9,54.948,9.90,9.8959,90.0,90.000,1.36,1.365,0.20,201,21.8,21.811,3.2,3.219
923,1.061,1.0613,44,0.0443,14.059,14.0594,79.9,79.901,10.13,10.1313,90.0,90.000,1.32,1.321,0.19,187,30.7,30.710,4.3,4.338
924,252,0.2519,20,0.0204,14.257,14.2567,61.0,61.025,9.82,9.8184,44.8,44.761,1.46,1.455,1.05,1.050,25.8,25.836,18.6,18.631
925,568,0.5684,51,0.0512,14.527,14.5274,105.6,105.622,10.19,10.1865,67.5,67.524,0.98,984,0.43,430,30.2,30.233,13.2,13.197
926,145,0.1450,190,0.1898,15.612,15.6122,253.3,253.323,10.51,10.5125,41.9,41.914,0.53,531,0.41,408,39.1,39.120,30.1,30.088
927,232,0.2318,45,0.0454,14.418,14.4178,111.1,111.136,10.27,10.2746,44.0,44.005,0.57,570,0.42,418,18.4,18.432,13.5,13.508
928,606,0.6065,38,0.0384,16.628,16.6281,94.3,94.299,9.25,9.2478,66.7,66.723,0.46,463,0.20,202,12.7,12.713,5.5,5.549
929,474,0.4738,82,0.0817,14.259,14.2595,146.2,146.241,10.58,10.5764,66.3,66.337,1.08,1.081,0.50,504,46.0,46.004,21.4,21.419
930,737,0.7369,31,0.0307,13.184,13.1844,63.5,63.466,10.28,10.2813,75.4,75.404,1.68,1.683,0.56,564,31.1,31.065,10.4,10.406
931,38,0.0379,31,0.0309,14.365,14.3653,63.8,63.760,9.81,9.8130,19.0,19.002,0.80,798,0.76,757,14.8,14.800,14.0,14.037
932,414,0.4135,63,0.0630,14.218,14.2184,113.3,113.284,10.37,10.3710,62.4,62.406,1.20,1.197,0.62,618,39.4,39.436,20.4,20.366
933,102,0.1023,1,0.0007,15.321,15.3210,20.7,20.728,8.45,8.4547,31.4,31.359,0.63,631,0.56,556,3.8,3.804,3.4,3.352
934,379,0.3795,19,0.0188,15.215,15.2147,71.9,71.937,9.58,9.5780,52.9,52.874,0.53,527,0.33,325,11.0,11.033,6.8,6.803
